,title,author,year,venue,abstract,container_type,gsrank,num_citations
884,Exploiting the auto-encoder residual error for intrusion detection,"['G Andresini', 'A Appice', 'N Di Mauro']",2019,2019 IEEE European …,"Since deep learning models are able to learn better representations from data, here we  propose a new deep learning approach for an intrusion detection  Vlajic, “Robustness of deep  autoencoder in intrusion detection under adversarial contamination,” in Proceedings of the 5th",Publication,885,21
885,Degrading detection performance of wireless IDSs through poisoning feature selection,"['Y Dong', 'P Zhu', 'Q Liu', 'Y Chen', 'P Xun']",2018,International Conference on …,"Machine learning algorithms have been increasingly adopted in Intrusion Detection  Systems (IDSs) and achieved demonstrable results, but few studies have considered intrinsic  vulnerabilities of these algorithms in adversarial environment. In our work, we adopt poisoning",Publication,886,2
886,Intrusion detection correlation in computer network using multi-agent system,['AEE Taha'],2011,Ain Shams University,as a high false detection rate; missing alerts in a multi-step attack correlation; alert verifications  are still limited; Zero Day attacks still have low rates of detection; Low and Slow attacks and  Advanced Persistent Threats (APTs) cannot be detected; and some attacks have evasion,Publication,887,6
887,Effect of intrusion detection and response on reliability of cyber physical systems,"['R Mitchell', 'R Chen']",2013,IEEE Transactions on Reliability,"Our host intrusion detection protocol design is based on two core techniques: behavior rule  specification, and vector similarity specification. The basic idea of behavior rule specification  is to specify the behavior of an entity (a sensor or an actuator) by a set of rules from which a",Publication,888,194
888,Addressing big data analytics for classification intrusion detection system,"['KAA Mutlaq', 'HH Madhi', 'HR Kareem']",2020,Periodicals of Engineering …,"In this paper, hybrid model is proposed to handle the dimensionality reduction in intrusion  detection system. The genetic algorithm was applied as preprocessing steps for selecting  most significant features from entire big network dataset. The genetic algorithm was applied to",Publication,889,1
889,Network intrusion detection system using neural network classification of attack behavior,"['O Al-Jarrah', 'A Arafat']",2015,Journal of Advances in Information …,"Intrusion Detection is a major component in computer security systems that can be classified  as Host-based Intrusion Detection System (HIDS), which protects a certain host or system  and Network-based Intrusion detection system (NIDS), which protects a network of hosts and",Publication,890,44
890,Probabilistic clustering ensemble evaluation for intrusion detection,['SM McElwee'],2018,NA,"To address this problem, this research used ensemble approaches, since they have been found  effective in resisting adversarial evasion ( This study found that combining signature-based  and anomaly-based intrusion detection using probabilities improved the detection of",Publication,891,2
891,Security engineering with machine learning for adversarial resiliency in cyber physical systems,"['FO Olowononi', 'DB Rawat', 'M Garuba']",2019,… Machine Learning for …,"intrusion detection, malware analysis and spam detection. The success achieved in these  areas led to the application of machine learning  vehicle since we consider that there is  adversarial vehicle who wants to mislead the machine learning model. The speed reported does",Publication,892,3
892,Feature cross-substitution in adversarial classification,"['B Li', 'Y Vorobeychik']",2014,Advances in neural information processing …,"In particular, we demonstrate severe shortcomings of feature reduction in adversarial settings  using several natural adversarial objective  It has also made significant inroads into security  applications, such as fraud detection, computer intrusion detection, and web search [1, 2].",Publication,893,131
893,Intrusion detection for big data,"['B Bostami', 'M Ahmed']",2018,Data Analytics,"In network security scheme, intrusion detection systems (IDSs) play a vital role. This chapter  explores the collaborative intrusion detection systems that enhance the security of the big data  and also handle the cloud  We will be discussing the evasion attacks in the next section.",Publication,894,2
894,Intrusion detection and the role of the system administrator,"['T Sommestad', 'A Hunstad']",2013,Information Management & Computer …,The expertise of a system administrator is believed to be important for effective use of  intrusion detection systems (IDS). This paper examines two hypotheses  This paper presents  a quantitative test of the value system administrators add to the intrusion detection solution.,Publication,895,27
895,Detecting Anomalies in Communication Packet Streams Based on Generative Adversarial Networks,"['B Di Zhang', 'Q Niu', 'X Qiu']",2019,"… , WASA 2019, Honolulu, HI, USA, June …",A deep learning approach for network intrusion detection system. In: Proceedings of the 9th  EAI International Conference on Bio-inspired  Deep learning approach for network intrusion  detection in software defined networking. In: 2016 International Conference on Wireless,Publication,896,1
896,On the Usage of Generative Models for Network Anomaly Detection in Multivariate Time-Series,"['G García González', 'P Casas', 'A Fernández']",2021,ACM SIGMETRICS …,"We evaluate Net-GAN and Net-VAE in different monitoring scenarios, including anomaly  detection in IoT sensor data, and intrusion detection  (VAEs) or Generative Adversarial Networks  (GANs) are powerful approaches to learn the underlying distributions of data samples, in a",Publication,897,0
897,A deep‐learning‐and reinforcement‐learning‐based system for encrypted network malicious traffic detection,"['J Yang', 'G Liang', 'B Li', 'G Wen', 'T Gao']",2021,Electronics Letters,"Traditional network intrusion detection methods lack the ability of automatic feature  extraction for  adversarial networks is proposed, in which new samples are learned from the  training samples of encrypted traffic and solves problems, such as insufficient original training",Publication,898,2
898,On the Veracity of Cyber Intrusion Alerts Synthesized by Generative Adversarial Networks,"['C Sweet', 'S Moskal', 'SJ Yang']",2019,arXiv preprint arXiv:1908.01219,"These adversarial samples are created to avoid being flagged by Network Intrusion Detection  Systems (NIDS). However, despite the usage of GANs to create data in other fields and modify  alerts for malicious intent in Cyber Security, there is a lack of research in using GANs to",Publication,899,0
